IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	
sample_1983	0.000358114	0.0125845	-0.0112257	0.0281771	-0.0102115	0.0097193	0.0101591	-0.00653011	-0.0199918	0.00330629
sample_1984	-0.0150088	0.00807711	0.00522872	0.0174885	-0.000921325	-0.00417432	-0.00321809	0.00747983	0.02288	0.007355
sample_1985	-0.00205429	0.015175	0.00736657	0.000547675	0.0212069	-0.000200659	-0.0260293	-0.00987194	0.00940824	0.00442376
sample_1986	-0.016866	-0.00468139	0.00328921	0.022595	-0.00240769	0.0112157	0.00384301	-0.00276502	0.0196593	-0.0310527
sample_1987	-0.0210949	-0.00355456	0.0102636	-0.0278471	0.00428784	-0.0118704	0.00818484	0.0107214	0.00253966	-0.00714466
sample_1988	0.00413979	0.00695982	-0.00867404	0.0127781	-0.00977997	0.00630436	-0.0100574	-0.0114787	-0.00301638	0.00774488
sample_1989	0.00171968	0.00805024	0.00160371	0.0119478	0.0133361	-0.0180875	-0.00472387	-0.0096969	0.0360991	0.00159861
sample_1990	0.0226766	1.63151e-05	-0.0321966	0.0177636	0.00511712	-0.0363587	-0.0273137	0.00317867	0.0212918	0.0222995
sample_1991	0.0057826	-0.0119288	0.00936747	-0.00036868	-0.00399471	-0.00367344	-0.0131782	-0.00336907	0.012567	-0.0038213
sample_1992	-0.0294974	-0.0185436	0.00630304	-0.000762524	-0.0109599	0.00876452	-0.0222085	-0.00344692	0.00128429	-0.00103519
sample_1993	-0.00778588	-0.00867022	0.00529918	-0.00330677	0.00813992	0.0140292	0.00962981	-0.0103305	-0.00359424	5.45496e-05
sample_1994	0.0112309	0.0117623	-0.00288532	0.00821127	-0.0155381	-0.0229912	0.0217908	0.0107751	-0.00885034	0.0294581
sample_1995	0.00213203	-0.00497377	0.013442	0.000632085	-0.0105164	0.010462	-0.0196778	0.000937359	0.000284319	0.00301086
sample_1996	-0.00748048	-0.017516	0.0116002	-0.00257588	-0.000538441	0.0130759	0.0238053	0.0206056	0.00424133	-0.0112829
sample_1997	-0.0149329	-0.00810788	0.0133548	-0.0280884	-0.0258364	0.0126518	0.0158571	0.0110126	0.0279684	-0.0172103
sample_1998	0.0118144	-0.0298361	-0.000934854	0.0181859	0.018303	0.0152985	-0.00174369	0.00636128	-0.0131525	-0.00116465
sample_1999	0.0107081	0.0126729	0.00375104	-0.00249901	0.00187568	0.00500248	-0.0139037	-8.42204e-06	0.00906531	0.00722779
sample_2000	0.0474839	0.0143587	-0.0028587	0.0142986	-0.0114257	0.0293231	0.00162374	0.00805837	-0.0344533	-0.0451492
sample_2001	0.0138546	0.00470873	0.00584432	-0.0046757	-0.0328907	-0.0120801	0.0257667	-0.00710756	0.00410829	-0.00923831
sample_2002	-0.023425	-0.00122085	0.00815741	0.0113266	-0.00114171	-0.00445192	-0.00187999	0.00744542	0.000376172	0.0206007
sample_2003	0.00174729	0.0156513	-0.0363529	-0.0103148	-0.0101164	0.00750942	-0.0343223	-0.000945734	-0.000642374	-0.0200372
sample_2004	0.0169651	0.0140604	-0.0127414	-0.015236	-0.0140526	-0.00407511	0.0127078	0.0217138	-0.00529822	0.00353978
sample_2005	0.000117006	0.00394866	0.0306361	0.0119267	-0.0170072	0.0402604	-0.00835909	0.00751555	-0.0080266	-0.014466
sample_2006	0.0164456	0.0190523	0.00787933	-0.0105187	-0.023398	-0.00970974	0.00959777	-0.00540099	0.000743516	0.0146611
sample_2007	-0.0136068	-0.0234509	0.0198504	-0.00919664	-0.0203321	-0.0208539	-0.0048579	0.0225198	-0.0102998	-0.0359609
sample_2008	0.016655	0.00978677	0.0104962	0.00981045	-0.00156113	-0.023593	0.0022341	0.00803241	-0.0171772	-0.00868285
sample_2009	-0.000594289	-0.00640198	-0.00271132	-0.0191415	-0.00498775	0.00397037	0.00217341	-0.00338094	-0.00523646	0.0181144
sample_2010	0.00258027	-0.0133509	-0.00141653	0.00961592	0.0152907	-0.00328445	-0.000964448	-0.0101411	-0.00866016	-0.000818757
sample_2011	-0.00340792	-0.0097091	0.0218064	-0.0317337	-0.00186978	-0.0302111	0.0448095	-0.0195884	-0.0113919	0.0238905
sample_2012	-0.00969189	0.0103892	-0.0127997	-0.0019982	-0.0130135	-0.0133361	0.00420437	-0.0203662	-0.00680338	0.0111049
sample_2013	-0.0117175	-0.0133501	-0.00979465	-0.0103522	0.00275247	-0.0178923	-0.00361473	-0.0162936	-0.00258793	0.00891141
sample_2014	-0.0243093	-0.0286825	0.0115781	0.0114605	-0.0172396	-0.00849683	-0.0143466	-0.00390213	-0.0136912	-0.00889707
sample_2015	0.00130528	0.00990912	-0.00640194	0.00769547	0.00444834	0.0349021	-0.0163467	-0.0148648	0.0150148	-0.00165634
sample_2016	0.00190498	0.000381552	0.0214853	0.0111146	-0.003041	-0.0183011	0.00535378	-0.00297169	-0.000394478	0.00969808
sample_2017	-0.0118119	0.0126351	-0.0228962	-0.0121695	0.000690849	-0.0087024	0.0150924	0.000227451	-0.0279599	0.00749109
sample_2018	0.00620253	0.0161929	-0.00475359	0.0050532	0.0273684	0.00665117	0.0023416	-0.00682018	0.0151925	0.00568115
sample_2019	0.00229551	-0.0262789	0.00468822	-0.00520793	-0.00668759	-0.0135947	-0.0102217	0.00423463	0.00736482	-0.00698635
sample_2020	-0.00321898	-0.0158193	0.0020081	0.0279553	-0.0119174	0.011562	0.0114008	0.0259662	0.0144878	0.00363813
sample_2021	-0.00917715	0.00560805	0.000534214	0.0117899	0.0113541	-0.00517365	-0.0199135	0.00900098	-0.00220824	0.0364007
sample_2022	0.0387438	0.00334576	0.0243516	-0.0296816	-0.0115286	0.0198181	0.0147725	-0.010155	-0.00510378	-0.00810634
sample_2023	-0.0230797	0.0169653	-0.00651952	0.00682154	-0.00724153	-0.0198257	0.00958453	0.00633163	0.0123606	0.00436324
sample_2024	0.00324059	0.00844086	-0.0136391	0.0411049	0.00742439	0.011659	0.000568935	0.0208134	-0.0197231	0.000308321
sample_2025	0.02006	-0.0194684	-0.0199061	-0.0214412	0.0135189	0.00158146	0.00950966	-0.00420112	-0.00499584	0.00634361
sample_2026	-0.00816544	-0.0178083	-0.00996041	-0.00193138	0.00964706	-0.00777212	-0.00129893	-0.00887103	-0.00201222	-0.0167573
sample_2027	0.00715466	-0.019554	0.0125717	-0.0143772	-0.00182899	0.00639517	-0.00520821	-0.000853579	-0.0203285	0.000805095
sample_2028	0.00257697	-0.00531885	-0.0182161	0.00734672	-0.00738925	-0.00283949	-0.00492284	-0.0148514	0.00113309	7.84869e-05
sample_2029	-0.00658102	-0.0235626	-0.00257047	0.00353794	-0.0051915	-0.00179197	0.00206047	-0.0212819	0.02678	0.0191575
sample_2030	-0.0126882	-0.0105183	-0.00117511	0.0198085	0.000237155	0.0152972	-0.00566134	-0.00746473	0.00414015	2.84785e-05
sample_2031	-0.0124755	0.00898221	-0.00623042	-0.00466382	0.00740657	-0.00920831	-0.00214278	0.00728241	-0.0158816	0.00981838
sample_2032	-0.0199319	-0.0297659	0.00300579	0.0106995	0.0195491	-0.020437	0.0145319	0.0178392	0.0372878	0.0053408
sample_2033	-0.00396982	-0.0170844	-0.00864059	-0.0139381	0.00125216	0.030296	0.00678268	-0.0184612	-0.00225286	-0.00173946
sample_2034	-0.0104189	0.0170191	0.00161756	-0.00226042	0.00961719	-0.0108256	-0.0120391	0.010062	-0.0137246	-0.00921823
sample_2035	-0.0142113	0.00660795	0.00731685	0.0144267	-0.00238796	0.00797907	-0.00341041	0.0107207	-0.0120121	0.00255759
sample_2036	0.00076303	0.0024296	-0.00581409	-0.0033588	0.0124002	-0.00271615	0.0134696	-0.00437743	-0.00322087	-0.00767566
sample_2037	-0.0105384	-0.0153366	-0.0113183	-0.000981151	-0.0161671	0.00335874	0.0023493	0.00259907	-0.00341195	0.00496983
sample_2038	-0.0035611	-0.0159781	0.0144021	-0.00524587	0.0039759	0.00308361	-0.00439676	0.0123393	0.00927472	-0.0127037
sample_2039	-0.00578813	-0.0168498	-0.00693129	-0.00289093	-0.00489952	0.00690496	-0.0026841	0.0299369	-0.00964892	-0.0101306
sample_2040	-0.0085196	0.0153678	-0.00479415	-0.0229676	-0.00975161	-0.00393933	0.00713587	-0.0220949	0.0111345	0.0164869
sample_2041	-0.0125818	0.000182676	0.0109419	-0.00123008	-0.024001	0.0149437	0.00152066	0.0251531	0.000364171	-0.00087204
sample_2042	-0.00141757	0.00053598	0.01932	0.010622	-0.0160474	0.00705711	0.0164294	-0.00369412	-0.0315841	-0.0291785
sample_2043	-0.0187669	-0.0034573	0.00707668	0.00586512	0.0103003	-0.00414931	-0.00409354	-0.00586413	-0.00630661	-0.0023512
sample_2044	-0.0119569	-0.0145061	0.0312655	0.0101853	-0.00622186	-0.0121717	0.00546195	-0.00668449	-0.0100126	0.00678261
sample_2045	0.00644832	0.0145847	-0.00359664	-0.0187721	-0.00921368	0.00536206	0.00309037	0.00040519	0.0165682	0.00517497
sample_2046	-0.00451704	-0.015068	-0.038525	-0.0143752	0.0435975	0.000708198	0.0167452	0.0188359	0.0193273	0.0327565
sample_2047	0.0279541	-0.000223071	0.0144245	-0.012852	-0.00584068	-0.0252019	0.00492994	-0.0208881	-0.00121406	0.0320564
sample_2048	0.00297385	-0.0226893	0.00150647	0.000785256	-0.00394956	-0.0188605	0.0167331	0.00862298	-0.0106222	-0.00926517
sample_2049	-0.0076242	0.00446229	0.0228756	-0.00213572	0.00765358	-0.00856	0.00450432	-0.0133219	0.00831833	-0.00761674
sample_2050	0.00900245	-0.0164892	-0.01151	-0.0224306	0.0304642	0.0271932	-0.0146343	-0.0872809	-0.0215205	0.028088
sample_2051	-0.00701069	0.0108955	-0.0211225	-0.00761973	0.00909033	0.0300586	0.00919097	-0.0139248	-0.00536487	6.71139e-05
sample_2052	-0.0139316	-0.00215408	0.0123334	-0.0112893	0.0194319	-0.00919691	0.00888016	0.00858492	0.00842723	-0.0242358
sample_2053	0.0030461	0.00266537	-0.00228	-0.00769407	0.0257323	0.0398277	-0.00111117	0.00236957	0.00568775	-0.00170316
sample_2054	0.0157329	0.00209582	-0.0124591	0.00825149	-0.010665	-0.00566431	-0.0153864	0.0165091	-0.0039212	0.0043965
sample_2055	-0.0504272	0.0070056	0.0078448	-0.0350356	-0.021191	-0.0088098	-0.0397083	-0.00739035	0.00779322	-0.0108841
sample_2056	-0.00504718	-0.0102527	-0.00875396	0.0147361	0.00100459	0.00171188	0.0188595	0.00825965	0.00303798	0.0011336
sample_2057	0.00589843	0.00145343	-0.00208739	-0.00391688	0.00497708	0.00814032	-6.33699e-05	-0.0184792	-0.00197965	-0.0198952
sample_2058	-0.000889305	-0.0224249	0.00740803	0.0146855	0.0169128	0.00256148	-0.00982828	0.00561119	0.00432366	-0.0222567
sample_2059	0.00765277	0.00782316	-0.0281941	-0.0183282	-0.0156205	-0.000451207	-0.010878	0.0379502	-0.0242537	-0.0104306
sample_2060	-0.00304292	-0.00468694	0.00199582	0.0271133	-0.0140104	0.00394283	0.0103847	0.0107054	0.00334988	-0.00328984
sample_2061	0.00615152	-0.0226298	0.000242591	-0.00264311	-0.0130267	0.0130612	0.0242277	-0.0159095	0.0126895	0.0267571
sample_2062	-0.0157111	0.000444012	-0.0176705	0.032298	0.0221969	-0.00622047	0.00908563	0.00126726	0.0161305	-0.00687903
sample_2063	-0.00268019	0.0192598	-0.0262226	0.0121317	0.00140693	0.00973716	-0.0048585	0.00125678	-0.000134346	-0.00870303
sample_2064	-0.00985165	4.08616e-05	-0.0121892	-0.00202394	0.000981767	0.00799099	-0.0105286	0.000735563	0.00388254	-0.00986933
sample_2065	-0.0027639	-0.00546352	0.00133055	0.000565882	0.0163878	0.000954407	-0.0172636	-0.0235068	0.00140325	-0.00522529
sample_2066	-0.00615416	0.0236177	0.00809453	-0.0199504	-0.00346815	-0.00269851	0.00923965	-0.018917	0.00744771	-0.000555579
sample_2067	-0.0150018	-0.011829	0.0106465	0.00874341	-0.0181913	-0.00394611	0.00650794	-0.0134501	-0.00302501	0.0117473
sample_2068	0.0119065	0.0263259	0.00561286	0.0172769	0.00248873	-0.00121125	-0.000694618	-0.00276249	-0.0205059	0.00917176
sample_2069	-0.00177862	0.0149701	-0.0101099	-0.0236547	-0.00850313	-0.0111942	-0.00133492	0.00280598	0.0105339	0.0171303
sample_2070	0.0086	0.00303668	0.00292655	0.0200535	-0.00616316	-0.0148332	0.000737981	0.00501908	-0.0157374	-0.0163764
sample_2071	-0.00696214	0.00984828	-0.0222908	-0.00461634	0.000189639	0.0102645	0.00557201	-0.00318682	0.0131304	-0.0174001
sample_2072	-0.0102203	-0.0175975	0.0228746	0.0144709	-0.00291844	-0.00468983	-0.00863311	0.00480927	-0.000270139	-0.00831659
sample_2073	-0.0181967	-0.00705898	0.00316401	-0.0126594	0.000215889	0.00136368	0.00739057	-0.00355896	-0.00304707	-0.000180534
sample_2074	-0.014664	-0.0038556	0.00654511	-0.000720443	-0.0077336	-0.0123389	-0.00416739	-0.00464555	-0.0159575	0.00366604
sample_2075	-0.00229401	0.0141736	-0.00573287	0.00604604	-0.00675582	-0.00420937	0.00548505	-0.00458288	-0.00122022	0.00362406
sample_2076	0.0132719	-0.00092982	-0.0107295	0.00188644	-0.00214162	0.00481877	0.00640663	0.0197957	-0.00479793	0.0177799
sample_2077	-0.0145552	0.0209416	-0.0113783	-0.000772716	-0.0188	-0.00153333	-0.0175177	0.00661268	0.0309093	0.00209736
sample_2078	0.00352687	0.00527952	0.0151958	-0.00377368	0.00772845	-0.00176386	0.0109399	-0.00535906	-0.00902102	-0.00376814
sample_2079	0.0196954	-0.0102736	0.0218093	-0.0186314	0.0174779	0.00309678	0.00993605	0.0415331	0.00351177	0.00181289
sample_2080	-0.0037881	0.0251599	-7.21324e-05	-0.0012487	-0.038388	0.0108086	0.016269	0.0163178	-0.0110049	0.0128801
sample_2081	-0.00774964	0.00354449	0.00405255	0.009287	-0.0187767	-0.00742789	-0.00977164	-7.20993e-05	0.00350264	-0.0103682
sample_2082	0.0420703	0.0211484	0.0314722	0.0159357	-0.00258667	-0.0194438	0.00987987	0.0101291	-0.00330196	0.0415259
sample_2083	0.00981153	0.00461241	0.0102414	-0.0017134	-0.0124589	-0.0215398	-0.00102933	-0.00179557	0.0133761	-0.0206752
sample_2084	0.0213986	0.0147471	-0.0123278	0.00191613	-0.0196717	0.00113661	-0.00134818	0.0135689	-0.00227573	-0.00385916
sample_2085	0.025335	0.0147994	4.78906e-06	-0.0080998	-0.0113601	-0.00149739	0.000894375	-0.0031159	-0.0265505	-0.00234553
sample_2086	-0.0288397	-0.0219808	0.014048	0.0200924	0.00295111	-0.00781938	-0.0217653	0.02104	0.0175847	-0.0142006
sample_2087	0.0096602	0.00638568	0.00277779	-0.00336657	-0.00326151	0.00551908	-0.00104252	0.00626071	0.0214129	0.0207627
sample_2088	-0.0242378	0.000574692	0.000474592	0.00258805	0.0524712	0.0198706	0.0114535	0.000903322	-0.0343006	-0.00983024
sample_2089	-0.00828425	0.00376072	0.00472669	0.00843329	0.00885605	-0.00413683	0.025062	-0.0230145	-0.00958918	0.0101524
sample_2090	-0.0098116	0.0270415	0.00959134	-0.000715571	0.00239471	-0.00330637	0.01086	-0.0147119	-0.00819036	0.00605169
sample_2091	-0.00474022	-0.0222248	-0.00880059	0.00908672	-0.0103034	0.00122166	-0.0189907	0.0167197	-0.00971924	0.00222436
sample_2092	-0.0224795	0.012589	-0.0249404	-0.0142562	0.00444466	-0.00644867	-0.0016294	-0.00563962	0.0129466	0.0147464
sample_2093	-0.0362193	-0.00836372	0.0143166	-0.018457	0.00105912	0.0137297	-0.000568957	0.0299873	0.0211096	-0.00474698
sample_2094	-0.030534	-0.00817658	0.0103806	0.00133467	0.0209059	-0.0133767	-0.01361	-0.0119002	0.0042327	-0.0101878
sample_2095	-0.0138914	-0.0197946	0.00322599	-0.0063796	-0.00729502	0.0125424	-0.00735283	-0.0107621	-0.00401152	-0.00497274
sample_2096	0.00984011	-0.0111693	0.0185805	-0.00287208	-0.0120695	0.00389146	0.0119313	-0.00784157	-0.0223196	0.0127433
sample_2097	0.0158529	-0.00898362	-0.00945688	-0.00619806	0.000596895	-0.000773453	-0.00810229	-0.000406499	0.0126108	-0.00348003
sample_2098	0.00955605	0.00295101	0.00444429	0.0077868	-0.0112621	0.00658547	-0.0106469	-0.00287671	0.00477722	-0.00558542
sample_2099	0.010873	-0.0136707	-0.0275034	-0.0135387	-0.0261092	-0.000577405	0.00433528	0.00994753	0.0156824	0.00232434
sample_2100	0.0123996	-0.0392651	-0.00440408	0.00405005	0.00411357	0.00807823	-0.00963887	-0.00219703	-0.0307797	-0.010538
sample_2101	-0.00483309	-0.00754603	-0.00432326	0.0020532	-0.0248227	0.0086893	-0.00403614	-0.00615087	0.0137895	-0.00349477
sample_2102	-0.0194782	0.0139871	0.00284012	-0.0104072	0.00866868	0.0153191	-0.00519557	-0.000171641	-0.00240199	0.0101152
sample_2103	0.0155753	0.000890424	-0.0103427	0.014642	-0.0176011	-0.0253488	-0.0145606	-0.0321153	0.0102126	-0.0170048
sample_2104	-0.0323097	0.0312644	0.00551065	-0.00114524	-0.00762223	-0.000832685	-0.00948379	0.00484859	0.00982205	-0.0455074
sample_2105	0.00230428	0.00405464	-0.0145025	-0.00213615	-0.0145802	0.0181131	-0.0112441	-0.00224892	-0.0136629	-0.0136601
sample_2106	0.0190458	0.0208069	0.00443668	0.038472	0.00394273	0.00933728	-0.00853196	-0.00441631	-0.00755473	0.0216599
sample_2107	-0.00534759	0.018162	0.0149852	-0.00304338	-0.048817	-0.00900578	0.0169463	-0.0192301	-0.0184335	0.0156799
sample_2108	-0.00762827	-0.00995534	0.0109886	0.00396412	0.0257109	0.0427624	0.00583667	0.00790143	0.00764269	0.0271998
sample_2109	0.00609888	-0.0100308	-0.00545957	0.00219577	-0.00660664	-0.00861316	0.00425413	0.00342203	-0.0164011	0.0202033
sample_2110	0.013966	-0.00521744	0.0081167	0.0136717	0.00556404	0.0106354	-0.0144182	0.0181757	0.00819891	-0.00499054
sample_2111	-0.00949711	0.00857681	-0.00921059	0.0249289	0.0210981	0.0151788	0.00471653	0.00212138	0.00050853	-0.0164251
sample_2112	-0.00418952	-0.00620277	0.00492339	0.0131939	-0.00679337	0.00710835	-0.000186674	0.0137417	-0.00867012	-0.0123774
sample_2113	-0.00823562	0.00878034	0.0226514	-0.000813609	0.0118129	0.0109951	0.00614663	-0.0178392	-0.00410988	0.00367006
sample_2114	0.00643043	-0.0087495	-0.0129038	-0.0284129	0.0440971	-0.00716049	0.01486	-0.00298952	-0.00972587	-0.0184571
sample_2115	0.000796753	0.00646889	-0.00337149	-0.00679032	0.00779591	0.0272861	-0.00032212	0.013634	-0.0255092	0.00283923
sample_2116	-0.0194654	0.0109269	-0.0261169	-0.0183676	0.00536014	0.00481199	0.0212294	-0.0247888	0.020704	0.0110512
sample_2117	-0.0110446	-0.00184035	0.00346202	0.0127329	0.00629938	-0.00384218	0.00286644	-0.00500887	0.000411485	0.0311499
sample_2118	0.00214406	0.00645561	0.0148321	0.00849256	0.000992477	-0.00261339	0.00759955	0.0200587	-0.0103234	0.00193028
sample_2119	-0.000488314	-0.00667334	0.00139621	0.0174242	0.0271895	-2.28859e-05	0.00307181	0.0103921	0.00559944	0.0127287
sample_2120	-0.0193001	0.00383247	0.012801	-0.00249449	0.0260734	0.00296904	-0.00784229	0.0117072	-0.0250344	0.00257518
sample_2121	-0.00981219	-0.00346064	-0.00129391	0.0202139	-0.00271179	0.0222544	0.00376255	0.0341589	-0.0104328	-0.00451694
sample_2122	0.00381179	0.00896536	-0.0160335	-0.0157801	-0.00756065	-0.00650154	0.00406856	-0.00746028	0.00654152	-0.00677858
sample_2123	-0.00605364	0.00210015	0.00796249	0.0109436	-0.00974367	0.000164325	-0.00897357	-0.0199229	0.00488189	-0.0182257
sample_2124	-0.000925775	-0.0186286	0.00356142	-0.011178	-0.0150735	0.0333494	0.0113106	0.00491567	0.0154134	-0.00820437
sample_2125	0.022485	-0.0145177	0.00446296	0.0129714	-0.0126039	-0.0110822	-0.00546557	0.00942052	-0.00366268	0.0248812
sample_2126	0.0102384	0.0105721	0.00375252	0.010026	0.0177151	0.0144567	-0.0139009	-0.00836176	0.0176557	-0.00919616
sample_2127	0.0119966	0.00552579	-0.000367701	0.0154872	-0.0142629	0.0114101	-0.00905537	0.0030232	-0.0198502	0.0174694
sample_2128	-0.0252751	-3.76888e-06	-0.0288985	-0.0149048	0.0246043	0.0185252	0.0199312	0.00967858	-0.000720256	-0.027927
sample_2129	0.000217145	-0.00263318	-0.0106225	0.00433358	-0.010216	0.00383432	0.00747927	-0.004698	0.0056176	-0.00656817
sample_2130	-0.0150197	0.0010287	0.00146648	-0.0159924	0.0013068	0.00757328	-0.00209383	0.00447122	0.0211178	-0.0146318
sample_2131	0.00489178	-0.018124	-0.0266263	0.0104713	0.0208975	0.00167424	-0.00457909	-0.00174394	0.00043756	0.00304951
sample_2132	-0.011184	-0.000597145	-0.00266031	-0.00144304	0.00912024	0.0129881	-0.0238092	-0.00537527	0.00360915	-0.0106765
sample_2133	-0.00302235	-0.00817641	-0.00937231	0.0121774	-0.000338673	-0.00567407	0.00514714	-0.00284791	-0.0120071	0.0218292
sample_2134	-0.000261481	0.00319151	-0.0142188	0.00502435	-0.00791917	-0.0118937	0.00111198	-0.00445559	-0.0070341	0.02152
sample_2135	-0.00909567	-0.00777957	0.00135334	0.014271	-0.0191823	-0.0160985	0.0235795	-0.0193926	-0.0249814	0.00323716
sample_2136	-0.0163277	-0.0133055	-0.017066	0.00487285	-0.00118413	-0.0088766	0.0146311	-0.00058783	0.00357046	-0.00968949
sample_2137	0.0194737	-0.0107211	-0.01196	0.00649224	0.00535441	0.00769047	0.00435261	0.0242238	0.00835218	0.018789
sample_2138	-0.0191697	-0.00971204	-0.0219708	-0.00334377	-0.0141571	-0.0188804	-0.0221448	-0.00437839	-0.0097569	0.0216611
sample_2139	-0.00593848	-0.00154837	-0.0200513	0.0240349	-0.00368875	-0.017104	-0.00648541	0.00417353	-0.00948065	0.0195186
sample_2140	-0.007596	-0.00641993	0.00515182	-0.0169462	0.0108537	0.00484056	0.00907834	-0.00453964	-0.0145145	0.00466003
sample_2141	0.0149674	-0.0110001	-0.00754703	0.00890938	0.00398654	-0.0054068	0.0128044	-0.0126656	0.00746119	0.00401689
sample_2142	0.00349571	0.00700972	-0.00485163	-0.0206813	0.00396751	0.000183581	-0.00604676	-0.00165744	-0.00619605	-0.00262298
sample_2143	-0.00708807	0.00917965	-0.0589498	0.0482724	0.0355747	0.0055241	0.00258964	-0.0175555	-0.00823539	0.0616684
sample_2144	-0.00887233	0.00512733	-0.00658221	-0.0109291	0.0130196	0.0212707	0.0331477	-0.00833168	0.0397618	-0.00869182
sample_2145	-0.00522585	-0.00697393	0.00935948	-0.000948669	-0.0156523	0.00393353	-0.0117355	0.00740056	0.0222826	-0.00951082
sample_2146	0.022782	0.0245103	0.00354181	0.0134487	0.0054557	-0.0283434	-0.0157526	-0.0173923	-0.0089524	-0.00709395
sample_2147	-0.000382229	-0.000589714	-0.000431203	0.0097896	0.00385114	0.00312073	0.0126715	0.0202346	-0.00704034	-7.68341e-05
sample_2148	0.0131406	-0.00630271	-0.00141141	0.0104472	0.00708587	0.00952487	0.0347709	-0.0223477	-0.00487515	0.00713632
sample_2149	-0.00140015	-0.00518275	-0.00844143	-0.00828885	0.0125114	0.000916043	-0.000464434	0.0028927	0.00356826	-0.00575347
sample_2150	0.00620907	-0.00999042	-0.00143486	-0.00163697	-0.0225232	-0.00209109	0.0047156	-0.0114108	0.000126126	-0.010353
sample_2151	0.00719228	-0.00837807	0.00987146	-0.0171963	0.0129493	0.00737614	0.00371373	-0.0123543	-0.00129669	0.00574671
sample_2152	0.017466	6.11948e-06	-0.011519	0.000258086	0.00177524	-0.00372143	0.00584723	-0.00344012	0.0168315	0.00417713
sample_2153	0.0181952	-0.00752398	0.00905665	-0.0112319	0.0144749	0.00805441	-0.0129496	0.00635483	-0.00157863	-0.00547302
sample_2154	0.00373995	0.00181336	0.0218893	-0.0010922	0.0139841	-0.00100343	-0.00584184	0.0158588	0.00618218	-0.0045471
sample_2155	-0.00784867	0.00222537	-0.00227252	0.00288428	-0.0100654	0.00104923	-0.00626403	0.012585	-0.011651	0.0147198
sample_2156	-0.0102297	0.0220296	-0.00305054	0.00235846	-0.0183079	-0.00754826	-0.019085	0.0017867	-0.00377945	-0.00897142
sample_2157	-0.0101672	-0.00342641	-0.0115133	-0.0100006	-0.0116325	0.00506089	0.0154252	0.00163138	-0.00812449	0.00559044
sample_2158	0.0164938	0.00845294	0.00678752	0.00453918	-0.0101613	-0.0162965	-0.0128312	-0.00808467	-0.00342998	0.00106247
sample_2159	-0.00604397	0.00481675	-0.00719974	0.0125173	-0.00499012	-0.00708551	0.00484524	-0.0188528	-0.00708494	0.00879236
sample_2160	-0.0222105	-0.00427648	-0.00469236	0.00249842	0.00434514	0.0130645	-0.000618828	0.00787002	-0.00582328	-0.00115627
sample_2161	-0.0258506	0.00872473	-0.0243216	0.0170269	-0.00890531	-0.0341122	0.0161287	0.0147502	-0.0110452	0.00381472
sample_2162	0.00136096	6.20111e-05	-0.0145822	-0.009803	-0.00989503	0.0289099	0.0168801	0.00378433	0.00444925	-0.00220795
sample_2163	-0.00534714	-0.00580118	-0.00593212	0.0320768	0.00594733	-0.0155596	0.0208417	0.00963405	-0.012458	-0.0105494
sample_2164	0.00120015	0.0335447	0.0135122	-0.063025	0.0131674	-0.00885119	0.0284279	-0.040372	-0.0137792	-0.015181
sample_2165	0.0157958	-0.00532969	-0.00449616	-0.0064306	0.00011885	-0.0262882	0.00959621	0.00882776	0.00211383	-0.00691317
sample_2166	0.0157601	0.00300292	-0.0158723	0.00787243	-0.00219773	-0.0086083	0.0073477	-0.0165448	-0.00248163	-0.0037128
sample_2167	-0.0102233	0.00253946	0.00195964	0.00594463	-0.00939032	-0.00918938	0.0116328	-0.0105136	0.00464182	0.00663585
sample_2168	-0.0107647	0.0133655	0.0203252	0.00349589	-0.0143887	0.0218022	-0.000608728	-0.0013689	-0.00258293	-0.0100176
sample_2169	0.0137813	0.00524809	0.00780055	-0.00565728	0.0246591	-0.0122932	-0.023119	0.00306313	-0.00238323	-0.0081185
sample_2170	0.0162917	-0.00994475	0.0245153	0.0101838	-0.0120131	-0.0359857	0.00765778	0.0146461	0.00212274	0.00901375
sample_2171	-0.00647185	0.000438927	-0.00637105	0.00896402	-0.00579176	0.00146786	-0.016041	-0.0174305	-0.0101408	0.00401277
sample_2172	0.0029245	0.00276102	-0.00490778	-0.00648331	0.00929015	0.00832955	0.0115224	-0.00362585	0.00185445	-0.00820647
sample_2173	-0.00445808	0.00858378	0.0129245	0.00396631	-0.0101608	0.00918476	0.00499516	0.00556202	-0.00879019	0.010541
sample_2174	-0.00754868	-0.0282287	-0.00253347	0.00451544	-0.0142684	-0.00421544	-0.00316279	0.00169015	-0.0036191	-0.00734491
sample_2175	0.0215149	0.0129186	0.00575253	2.08043e-05	-0.00369789	-0.00183196	-0.00728685	0.00177453	-0.0070542	0.00420754
sample_2176	-0.00109203	0.000492572	0.0127864	0.00301558	-0.00362371	-0.0143954	0.0230825	-0.0247779	-0.00578846	0.0329543
sample_2177	0.00454554	-0.00419494	0.00401663	0.00398965	0.0122651	-0.000462382	0.00707728	-0.000440846	0.00922221	-0.0225335
sample_2178	0.00779035	-0.0209599	-0.000215737	-0.000285586	0.0138602	0.000736553	0.0105511	-0.00617922	0.00396972	-0.00511409
sample_2179	-0.0243236	-0.00177162	0.00246351	-0.0139727	0.0177311	0.0042983	-0.00411534	-0.00304859	-0.0117417	0.0113194
